year,state,region,fao,common_name,sub_group,isscaap,major_group,type,count,count_metric,weight,weight_metric,bushels,usd_value_2018inflation,tonnes
2002,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2214,lb sold,NA,17195.93,1
2002,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,43781,lb sold,NA,95300.73,19.9
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,311,lb sold,NA,2285.01,0.1
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,107,lb sold,NA,249.80,0
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,14066,lb sold,NA,140256.48,6.4
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,20908,lb sold,NA,34686.02,9.5
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3401,lb sold,NA,41561.52,1.5
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,434308,lb sold,NA,3978778.44,197
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2381,lb sold,NA,21354.06,1.1
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,139367,lb sold,NA,1100842.47,63.2
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,33,lb sold,NA,461.37,0
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,231,lb sold,NA,2265.90,0.1
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3,lb sold,NA,21.84,0
2003,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,179,lb sold,NA,2272.73,0.1
2003,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,57337,lb sold,NA,137912.78,26
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,43,lb sold,NA,275.10,0
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,132,lb sold,NA,1294.45,0.1
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6729,lb sold,NA,57636.07,3.1
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3780,lb sold,NA,6210.42,1.7
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5249,lb sold,NA,76628.81,2.4
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,144789,lb sold,NA,1399664.26,65.7
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1046,lb sold,NA,11736.40,0.5
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,104895,lb sold,NA,978742.05,47.6
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,371,lb sold,NA,2966.33,0.2
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,315,lb sold,NA,3064.67,0.1
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1,lb sold,NA,9.30,0
2004,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,29068,lb sold,NA,327464.27,13.2
2004,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,59,lb sold,NA,203.34,0
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1,lb sold,NA,10.29,0
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,10,lb sold,NA,114.45,0
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,435,lb sold,NA,1903.28,0.2
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1182,lb sold,NA,11487.84,0.5
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,240,lb sold,NA,925.92,0.1
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4429,lb sold,NA,71977.42,2
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,94668,lb sold,NA,946241.37,42.9
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1382,lb sold,NA,17574.48,0.6
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,105144,lb sold,NA,1101236.52,47.7
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,220,lb sold,NA,1849.27,0.1
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4,lb sold,NA,38.58,0
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,33,lb sold,NA,277.78,0
2005,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,10107,lb sold,NA,154271.13,4.6
2005,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,33,lb sold,NA,160.75,0
2005,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,21,lb sold,NA,84.88,0
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1159,lb sold,NA,4539.18,0.5
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,447,lb sold,NA,2564.27,0.2
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2027,lb sold,NA,19526.07,0.9
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,70,lb sold,NA,226.77,0
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3221,lb sold,NA,54979.75,1.5
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,53018,lb sold,NA,487037.73,24
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1121,lb sold,NA,13020.70,0.5
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,74968,lb sold,NA,819770.81,34
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,348,lb sold,NA,7266.67,0.2
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,26,lb sold,NA,287.83,0
2006,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,428,lb sold,NA,7194.40,0.2
2006,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,3006,lb sold,NA,11071.96,1.4
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,4,lb sold,NA,48.44,0
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1107,lb sold,NA,6507.91,0.5
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,7010,lb sold,NA,59099.22,3.2
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,863,lb sold,NA,17635.79,0.4
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,58353,lb sold,NA,482464.82,26.5
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,699,lb sold,NA,10866.30,0.3
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,108231,lb sold,NA,1078058.84,49.1
2007,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8,lb sold,NA,79.93,0
2007,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,908,lb sold,NA,2985.12,0.4
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,68,lb sold,NA,487.39,0
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1755,lb sold,NA,13721.49,0.8
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,826,lb sold,NA,5228.34,0.4
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,11908,lb sold,NA,89021.77,5.4
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5,lb sold,NA,29.15,0
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8438,lb sold,NA,102329.33,3.8
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,136224,lb sold,NA,968815.41,61.8
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,5061,lb sold,NA,49229.69,2.3
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,131269,lb sold,NA,1068790.58,59.5
2008,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,524,lb sold,NA,3698.55,0.2
2008,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,14840,lb sold,NA,35476.72,6.7
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,11,lb sold,NA,70.20,0
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,578,lb sold,NA,3498.30,0.3
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,852,lb sold,NA,5028.66,0.4
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,13174,lb sold,NA,81778.32,6
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3075,lb sold,NA,40460.94,1.4
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,97622,lb sold,NA,650298.87,44.3
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1605,lb sold,NA,14667.12,0.7
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,139881,lb sold,NA,1010080.89,63.4
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,172,lb sold,NA,2972.97,0.1
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,140,lb sold,NA,987.48,0.1
2009,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,27884,lb sold,NA,179010.00,12.6
2009,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,84,lb sold,NA,238.68,0
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,13,lb sold,NA,127.87,0
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,16,lb sold,NA,156.67,0
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1426,lb sold,NA,10629.50,0.6
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,33,lb sold,NA,147.46,0
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,729,lb sold,NA,12191.62,0.3
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,80078,lb sold,NA,531786.24,36.3
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,293,lb sold,NA,3499.78,0.1
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,66756,lb sold,NA,535795.20,30.3
2010,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,506,lb sold,NA,8559.36,0.2
2010,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,177,lb sold,NA,1100.16,0.1
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,8,lb sold,NA,80.35,0
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,99,lb sold,NA,800.17,0
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, chowder",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,3,lb sold,NA,11.16,0
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,2144,lb sold,NA,25907.94,1
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,60047,lb sold,NA,405801.04,27.2
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,284,lb sold,NA,4048.85,0.1
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,71763,lb sold,NA,561985.24,32.6
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,433,lb sold,NA,6803.14,0.2
2011,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,1953,lb sold,NA,14215.61,0.9
2011,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,68,lb sold,NA,229.90,0
2011,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,134,lb sold,NA,455.33,0.1
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,370,lb sold,NA,2501.98,0.2
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,975,lb sold,NA,11326.18,0.4
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,53213,lb sold,NA,313067.79,24.1
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,133,lb sold,NA,1791.97,0.1
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,72394,lb sold,NA,479982.65,32.8
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,363,lb sold,NA,5472.19,0.2
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,475,lb sold,NA,3523.77,0.2
2012,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,110,lb sold,NA,2312.72,0
2012,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,202,lb sold,NA,1094.00,0.1
2012,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,22,lb sold,NA,91.90,0
2013,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,39,lb sold,NA,431.20,0
2013,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6780,lb sold,NA,33897.71,3.1
2013,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,53703,lb sold,NA,272043.00,24.4
2013,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,120807,lb sold,NA,664336.90,54.8
2013,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,294,lb sold,NA,1490.87,0.1
2013,Florida,Atlantic/GOM,"Atlantic, Western Central","clams, hard, button",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6,lb sold,NA,56.06,0
2013,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,118,lb sold,NA,523.91,0.1
2013,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,53556,lb sold,NA,217190.05,24.3
2014,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,91,lb sold,NA,687.53,0
2014,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,148,lb sold,NA,2157.01,0.1
2014,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, littleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,12859,lb sold,NA,69496.56,5.8
2014,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, middleneck",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,18127,lb sold,NA,104705.85,8.2
2014,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, ungraded",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,6,lb sold,NA,148.54,0
2014,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,1599,lb sold,NA,7756.97,0.7
2014,Florida,Atlantic/GOM,"Atlantic, Western Central",oyster,oyster,Oysters,mollusc,food,NA,NA,59900,lb sold,NA,321101.04,27.2
2015,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,300,lb sold,NA,1631.92,0.1
2015,Florida,Atlantic/GOM,"Atlantic, Western Central","clam, hard, cherry",clam,"Clams, cockles, arkshells",mollusc,food,NA,NA,246,lb sold,NA,2408.17,0.1
